drug_concept_id,ingredient_concept_id,amount_value,amount_unit_concept_id,numerator_value,numerator_unit_concept_id,denominator_value,denominator_unit_concept_id,box_size,valid_start_date,valid_end_date,invalid_reason,load_table_id,load_row_id
42620751,959196,,,0.814,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
36263037,1548195,,,0.00208,8576,,8505,,02/08/2018,31/12/2099,,drug_strength,0
40994626,42904299,,,0.0000001,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
41205065,19059405,,,0.0000004,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
40919864,19066865,,,0.0000008,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
42716451,42900227,,,0.00000000015,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
40919729,1300673,,,0.504,8510,,8587,,02/08/2018,31/12/2099,,drug_strength,0
40721254,42899580,,,0.0094,8576,,8576,,04/06/2018,31/12/2099,,drug_strength,0
43261705,901656,,,0.046,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
43815356,19049105,,,0.0034,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
44189113,19009540,,,0.0136,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
44169014,19009540,,,0.0136,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
41180176,1189596,,,0.0000486,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
43726513,19000537,,,2.3,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
44089862,19028106,,,0.7,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
40838775,19000537,,,1.4,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
42726623,42898482,,,43.3,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
41025320,19071802,,,0.00012,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
42729339,19069149,,,0.676,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
40243285,939871,,,0.0299,9551,,8587,,01/01/1970,31/12/2099,,drug_strength,0
19104894,989878,,,0.007,8576,,8576,,01/01/1970,31/12/2099,,drug_strength,0
44032328,948856,,,0.014,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
42730612,40798855,,,3.06,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
41066552,1550557,,,0.0025,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
1234537,925952,,,0.005,8576,,8576,,24/08/2023,31/12/2099,,drug_strength,0
19105150,19099415,,,0.005,8576,,8576,,01/01/1970,31/12/2099,,drug_strength,0
1235078,1143374,,,0.01,8576,,8576,,24/08/2023,31/12/2099,,drug_strength,0
41209282,40799080,,,0.01,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
41087468,920458,,,0.01,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
41172363,915392,,,0.01,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
41192990,44506785,,,0.01,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
41020664,40799153,,,0.02,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
44063921,1129625,,,0.02,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
40243926,967823,,,0.04,9551,,8587,,01/01/1970,31/12/2099,,drug_strength,0
43273920,964407,,,0.154,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
44164328,43012157,,,0.000423,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
41079379,35604869,,,0.106,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
43620110,19095309,,,0.421,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
41138955,42900468,,,0.000001,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
43851501,987153,,,0.000001,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
779590,908464,,,10.8,8576,,8587,,01/01/1970,31/12/2099,,drug_strength,0
40226977,989878,,,0.025,8576,,8576,,01/01/1970,31/12/2099,,drug_strength,0
41179370,35603645,,,0.05,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
40984067,922868,,,0.05,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
42710107,42899425,,,0.05,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
40982490,907879,,,0.05,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
42726149,44818471,,,0.05,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
43689619,19062817,,,0.05,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
21119108,1000995,,,0.1,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
44090358,918172,,,0.1,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
36885254,1180412,,,0.4,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
40993768,918172,,,0.4,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
44112485,1000995,,,1.1,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
589185,19007572,,,1.6,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
19079076,950933,,,0.788,8576,,8576,,01/01/1970,31/12/2099,,drug_strength,0
19131586,19008897,,,1.54,8576,,8587,,01/01/1970,31/12/2099,,drug_strength,0
42716852,19018544,,,0.74,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
42713036,19049105,,,0.0108,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
41305137,42903948,,,3.34,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
40982119,19136048,,,9.36,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
46276267,46275999,,,0.03,8576,,8587,,08/09/2015,31/12/2099,,drug_strength,0
42902437,42873956,,,0.03,8576,,8587,,04/09/2012,31/12/2099,,drug_strength,0
41111160,44507754,,,0.06,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
41210798,42899425,,,0.24,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
40898252,42904027,,,0.34,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
41266314,19038024,,,0.00438,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
42731079,962398,,,3.6,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
40896474,1584910,,,9.9,8510,,8587,,02/08/2018,31/12/2099,,drug_strength,0
40913104,19052736,,,13.4,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
43151771,939506,,,14.4,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
36052190,740910,,,16.8,8576,,8587,,17/08/2020,31/12/2099,,drug_strength,0
41037910,955372,,,57.6,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
44187967,19136048,,,0.9,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
19110226,787787,,,1.8,8576,,8587,,01/01/1970,31/12/2099,,drug_strength,0
40861136,948582,,,1.49,8510,,8576,,02/08/2018,31/12/2099,,drug_strength,0
41088138,19006186,,,0.56,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
41295066,40798783,,,0.0533,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
41173500,19049402,,,0.00002,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
43799478,738818,,,0.0198,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
41182170,19136048,,,3.62,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
43601434,1518254,,,1.31,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
40858262,19056447,,,0.00075,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
35770953,947705,,,0.0015,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
1145636,19044317,,,0.0015,8576,,8576,,01/01/1970,31/12/2099,,drug_strength,0
41056264,19010961,,,0.00025,8576,,8587,,02/08/2018,31/12/2099,,drug_strength,0
44062058,903963,,,0.001,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
21109407,920458,,,0.001,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
40950775,43525829,,,0.002,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
41225008,40798715,,,0.004,8576,,8576,,02/08/2018,31/12/2099,,drug_strength,0
2029441,787787,,,20,8576,2,8587,,31/07/2020,31/12/2099,,drug_strength,0
2029314,19017585,,,100,8576,2,8587,,31/07/2020,31/12/2099,,drug_strength,0
2029626,43525849,,,100,8576,2,8587,,31/07/2020,31/12/2099,,drug_strength,0
43518092,1300673,,,800,8510,2,8587,,02/08/2018,31/12/2099,,drug_strength,0
41342222,19031397,,,1000,8576,2,8587,,02/08/2018,31/12/2099,,drug_strength,0
40717553,19000729,,,3000,8510,2,8587,,04/06/2018,31/12/2099,,drug_strength,0
41339778,42903910,,,0.2,8576,2,8587,,02/08/2018,31/12/2099,,drug_strength,0
587320,735979,,,37.6,8576,2,8587,,02/08/2018,31/12/2099,,drug_strength,0
43757961,790253,,,50,8576,2.5,8587,,02/08/2018,31/12/2099,,drug_strength,0
35413271,45776421,,,2000,8510,3,8587,,02/08/2018,31/12/2099,,drug_strength,0
43843124,1000772,,,3.36,8576,3,8587,,02/08/2018,31/12/2099,,drug_strength,0
43861388,19026674,,,8,8576,4,8587,,02/08/2018,31/12/2099,,drug_strength,0
2906874,1000560,,,8,8576,4,8587,,30/06/2021,31/12/2099,,drug_strength,0
2028632,1315942,,,96,8576,4,8587,,31/07/2020,31/12/2099,,drug_strength,0
36278932,1518254,,,5,8576,5,8587,,02/08/2018,31/12/2099,,drug_strength,0
42921294,1344905,,,50,8576,5,8587,,21/08/2018,31/12/2099,,drug_strength,0
35781158,1177480,,,100,8576,5,8587,,02/08/2018,31/12/2099,,drug_strength,0
44130039,992956,,,400,8576,5,8587,,02/08/2018,31/12/2099,,drug_strength,0
41356097,717136,,,0.25,8576,5,8587,,02/08/2018,31/12/2099,,drug_strength,0
44191785,1717327,,,500,8576,5,8587,,02/08/2018,31/12/2099,,drug_strength,0
21146808,1596977,,,500,8510,5,8587,,02/08/2018,31/12/2099,,drug_strength,0
41353407,1351935,,,600,8510,5,8587,,02/08/2018,31/12/2099,,drug_strength,0
41360803,1315942,,,140,8576,7,8587,,02/08/2018,31/12/2099,,drug_strength,0
43682285,36878890,,,6,9325,10,,,02/08/2018,31/12/2099,,drug_strength,0
43790009,934075,,,10,8576,10,8587,,02/08/2018,31/12/2099,,drug_strength,0
41366900,907879,,,20,8576,10,8587,,02/08/2018,31/12/2099,,drug_strength,0
43826088,1388796,,,54,8576,10,8587,,02/08/2018,31/12/2099,,drug_strength,0
2027311,1550557,,,100,8576,10,8587,,31/07/2020,31/12/2099,,drug_strength,0
2009590,19117912,,,500,8576,10,8587,,31/07/2020,31/12/2099,,drug_strength,0
41364352,704943,,,1000,8576,10,8587,,02/08/2018,31/12/2099,,drug_strength,0
1593914,989878,,,150,8576,10,8587,,01/01/1970,31/12/2099,,drug_strength,0
44131999,1119510,,,15,8576,15,8587,,02/08/2018,31/12/2099,,drug_strength,0
41374540,40798579,,,101,8576,15,8587,,02/08/2018,31/12/2099,,drug_strength,0
43041703,1750500,,,500,8576,15,8587,,06/10/2019,31/12/2099,,drug_strength,0
2904086,1741309,,,160,8576,16,8587,,30/06/2021,31/12/2099,,drug_strength,0
41378667,1036884,,,100,8576,20,8587,,02/08/2018,31/12/2099,,drug_strength,0
43700937,1149196,,,200,8576,20,8587,,02/08/2018,31/12/2099,,drug_strength,0
41377886,19126894,,,760,8576,20,8587,,02/08/2018,31/12/2099,,drug_strength,0
41376581,42903446,,,0.3,8576,20,8587,,02/08/2018,31/12/2099,,drug_strength,0
36966736,1361711,,,9.6,8576,24,8505,,22/05/2023,31/12/2099,,drug_strength,0
36280396,733523,,,13.3,8576,24,8505,,02/08/2018,31/12/2099,,drug_strength,0
44132361,1125315,,,999,8576,30,8587,,02/08/2018,31/12/2099,,drug_strength,0
43737693,1319133,,,10,8576,50,8587,,02/08/2018,31/12/2099,,drug_strength,0
36964618,939259,,,20,8576,50,45744809,,22/05/2023,31/12/2099,,drug_strength,0
41398949,989878,,,1000,8576,50,8587,,02/08/2018,31/12/2099,,drug_strength,0
43647788,1391889,,,2000,8576,50,8587,,02/08/2018,31/12/2099,,drug_strength,0
41399078,44506790,,,0.00005,8576,50,8587,,02/08/2018,31/12/2099,,drug_strength,0
41402899,19000819,,,3000,8576,60,8587,,02/08/2018,31/12/2099,,drug_strength,0
21030415,1517070,,,0.6,8576,60,45744809,,02/08/2018,31/12/2099,,drug_strength,0
1759254,1507835,,,20,8510,100,8587,,01/01/1970,31/12/2099,,drug_strength,0
44134749,19069149,,,240,8576,100,8587,,02/08/2018,31/12/2099,,drug_strength,0
44134839,19052736,,,178,8576,100,8587,,02/08/2018,31/12/2099,,drug_strength,0
35132219,753626,,,1000,8576,100,8587,,11/03/2019,31/12/2099,,drug_strength,0
36053276,1163944,,,2000,8576,100,8587,,17/08/2020,31/12/2099,,drug_strength,0
43811460,1307310,,,357,8576,100,8587,,02/08/2018,31/12/2099,,drug_strength,0
43667112,19011035,,,310,8576,100,8587,,02/08/2018,31/12/2099,,drug_strength,0
41427331,1713332,,,12000,8576,100,8587,,02/08/2018,31/12/2099,,drug_strength,0
43595445,19092849,,,30.5,8576,100,8587,,02/08/2018,31/12/2099,,drug_strength,0
44135097,19006186,,,90,8576,100,8587,,02/08/2018,31/12/2099,,drug_strength,0
2902870,1510417,,,10000,8576,100,8587,,30/06/2021,31/12/2099,,drug_strength,0
43667722,19049059,,,9010,8576,100,8587,,02/08/2018,31/12/2099,,drug_strength,0
41426947,19011069,,,660,8576,100,8587,,02/08/2018,31/12/2099,,drug_strength,0
43685589,46234336,,,510,8576,100,8587,,02/08/2018,31/12/2099,,drug_strength,0
41421218,1398039,,,3.15,8576,100,8587,,02/08/2018,31/12/2099,,drug_strength,0
44135398,19036781,,,25.7,8576,100,8587,,02/08/2018,31/12/2099,,drug_strength,0
36053594,902938,,,19.2,8576,120,45744809,,17/08/2020,31/12/2099,,drug_strength,0
41433074,1518254,,,50,8576,200,8587,,02/08/2018,31/12/2099,,drug_strength,0
41432586,19007600,,,870,8576,200,8587,,02/08/2018,31/12/2099,,drug_strength,0
41435247,1163944,,,1000,8576,200,8587,,02/08/2018,31/12/2099,,drug_strength,0
2025395,1742253,,,1000,8576,200,8587,,31/07/2020,31/12/2099,,drug_strength,0
40710982,977968,,,2000,8576,200,8587,,04/06/2018,31/12/2099,,drug_strength,0
35140208,19010496,,,10000,8576,200,8587,,11/03/2019,31/12/2099,,drug_strength,0
41433908,19046654,,,334,8576,200,8587,,02/08/2018,31/12/2099,,drug_strength,0
21039957,1781321,,,39.2,8587,200,8587,,02/08/2018,31/12/2099,,drug_strength,0
40710101,1125315,,,7990,8576,240,8587,,04/06/2018,31/12/2099,,drug_strength,0
2033763,19036781,,,8.28,8576,0.5,8587,,31/07/2020,31/12/2099,,drug_strength,0
21038049,1308216,,,4,8576,1,8587,,02/08/2018,31/12/2099,,drug_strength,0
2031639,1742253,,,5,8576,1,8587,,31/07/2020,31/12/2099,,drug_strength,0
43734564,1318011,,,5,8576,1,8587,,02/08/2018,31/12/2099,,drug_strength,0
43589858,36878884,,,5,9325,1,,,02/08/2018,31/12/2099,,drug_strength,0
43860123,19071833,,,5,9325,1,,,02/08/2018,31/12/2099,,drug_strength,0
43662447,19088167,,,6,8576,1,8587,,02/08/2018,31/12/2099,,drug_strength,0
21175511,970250,,,7,8576,1,8587,,02/08/2018,31/12/2099,,drug_strength,0
40718818,789578,,,10,8576,1,8587,,04/06/2018,31/12/2099,,drug_strength,0
35135035,40234201,,,20,8576,1,8587,,11/03/2019,31/12/2099,,drug_strength,0
35776271,766529,,,50,8576,1,8587,,02/08/2018,31/12/2099,,drug_strength,0
2009930,19030059,,,50,8576,1,8587,,31/07/2020,31/12/2099,,drug_strength,0
2032654,1136422,,,0.5,8576,1,8587,,31/07/2020,31/12/2099,,drug_strength,0
2032818,1107830,,,1,8576,1,8587,,31/07/2020,31/12/2099,,drug_strength,0
40718819,740560,,,1.25,8576,1,8587,,04/06/2018,31/12/2099,,drug_strength,0
43716445,40161861,,,2000,8510,1,8587,,02/08/2018,31/12/2099,,drug_strength,0
43608538,40171977,,,1430,8510,1,8587,,02/08/2018,31/12/2099,,drug_strength,0
21106953,19010482,,,0.6,8576,1,8587,,02/08/2018,31/12/2099,,drug_strength,0
35777590,963353,,,0.2,8576,1,8587,,02/08/2018,31/12/2099,,drug_strength,0
21087001,1363053,,,1.6,8576,1,8587,,02/08/2018,31/12/2099,,drug_strength,0
43788180,1000772,,,1.12,8576,1,8587,,02/08/2018,31/12/2099,,drug_strength,0
43038930,1584910,,,5,8576,1.5,8587,,06/10/2019,31/12/2099,,drug_strength,0
41493337,1768734,,,5.01,8576,35000,8576,,02/08/2018,31/12/2099,,drug_strength,0
41502927,42904104,,,21000,8576,70000,8576,,02/08/2018,31/12/2099,,drug_strength,0
43611796,43013863,,,6650,8576,70000,8576,,02/08/2018,31/12/2099,,drug_strength,0
41445351,43533029,,,900,8576,900,8576,,02/08/2018,31/12/2099,,drug_strength,0
2022749,19110701,,,8440,8576,1480,8587,,31/07/2020,31/12/2099,,drug_strength,0
41452099,19049024,,,1000,8576,1800,8576,,02/08/2018,31/12/2099,,drug_strength,0
41428289,948582,,,250,8510,125,8587,,02/08/2018,31/12/2099,,drug_strength,0
36281692,1316262,,,1250,8576,125,8587,,02/08/2018,31/12/2099,,drug_strength,0
43596492,19052489,,,3730,8576,250,8587,,02/08/2018,31/12/2099,,drug_strength,0
35828316,1344143,,,12500,8576,250,8587,,21/01/2021,31/12/2099,,drug_strength,0
43286992,961145,,,12500,8576,250,8587,,02/08/2018,31/12/2099,,drug_strength,0
36896768,939506,,,21300,8576,250,8587,,02/08/2018,31/12/2099,,drug_strength,0
43176642,19006692,,,100,8576,500,8587,,02/08/2018,31/12/2099,,drug_strength,0
43669510,19136048,,,1360,8576,500,8587,,02/08/2018,31/12/2099,,drug_strength,0
2907255,19088571,,,3000,8576,500,8587,,30/06/2021,31/12/2099,,drug_strength,0
41442074,929549,,,1250,8576,500,8587,,02/08/2018,31/12/2099,,drug_strength,0
44200283,901656,,,5000,8576,500,8587,,02/08/2018,31/12/2099,,drug_strength,0
41440564,19137312,,,59.5,8576,500,8587,,02/08/2018,31/12/2099,,drug_strength,0
44200316,19004724,,,860,8576,500,8587,,02/08/2018,31/12/2099,,drug_strength,0
43615251,1344143,,,22500,8576,500,8587,,02/08/2018,31/12/2099,,drug_strength,0
2009314,1185922,,,30,8576,1000,8576,,31/07/2020,31/12/2099,,drug_strength,0
43823534,1359143,,,1000,8576,1000,8576,,02/08/2018,31/12/2099,,drug_strength,0
43044429,1790812,,,2000,8576,1000,8587,,06/10/2019,31/12/2099,,drug_strength,0
43769755,961145,,,25900,8576,1000,8587,,02/08/2018,31/12/2099,,drug_strength,0
42918220,19088167,,,3000,8576,1000,8587,,21/08/2018,31/12/2099,,drug_strength,0
42481226,1560524,,,40000,8576,1000,8587,,02/08/2018,31/12/2099,,drug_strength,0
43705954,967823,,,9000,8576,1000,8587,,02/08/2018,31/12/2099,,drug_strength,0
41448338,911486,,,20300,8576,1000,8587,,02/08/2018,31/12/2099,,drug_strength,0
43759970,19006186,,,270,8576,1000,8587,,02/08/2018,31/12/2099,,drug_strength,0
2009249,19066774,,,10200,8576,1000,8587,,31/07/2020,31/12/2099,,drug_strength,0
43842227,1560524,,,500000,8576,1000,8587,,02/08/2018,31/12/2099,,drug_strength,0
43625526,1784749,,,6.2,8576,1000,8576,,02/08/2018,31/12/2099,,drug_strength,0
41480905,19056447,,,15,8576,15000,8576,,02/08/2018,31/12/2099,,drug_strength,0
41481406,19056694,,,300,8576,15000,8576,,02/08/2018,31/12/2099,,drug_strength,0
2906050,917205,,,15,8576,30000,8576,,30/06/2021,31/12/2099,,drug_strength,0
35796175,1707164,,,225,8576,30000,8576,,02/08/2018,31/12/2099,,drug_strength,0
43683125,959196,,,387,8576,30000,8576,,02/08/2018,31/12/2099,,drug_strength,0
43521578,975125,,,150,8576,30000,8576,,02/08/2018,31/12/2099,,drug_strength,0
21088277,907879,,,600,8576,30000,8576,,02/08/2018,31/12/2099,,drug_strength,0
44201867,19007600,,,37600,8576,1880,8587,,02/08/2018,31/12/2099,,drug_strength,0
41520571,42899921,,,492,8576,400000,8576,,02/08/2018,31/12/2099,,drug_strength,0
43809394,984232,,,50,8576,50000,8576,,02/08/2018,31/12/2099,,drug_strength,0
41500405,19035598,,,1000,8576,50000,8576,,02/08/2018,31/12/2099,,drug_strength,0
43702978,36878874,,,35000,8576,100000,8576,,02/08/2018,31/12/2099,,drug_strength,0
43666912,1401574,,,50000,8576,100000,8576,,02/08/2018,31/12/2099,,drug_strength,0
36073566,42903865,,,5000,8576,100000,8576,,17/08/2020,31/12/2099,,drug_strength,0
43828698,1397059,,,40000,8576,100000,8576,,02/08/2018,31/12/2099,,drug_strength,0
43594686,40172084,,,40000,8576,100000,8576,,02/08/2018,31/12/2099,,drug_strength,0
43522099,1180412,,,9000,8576,100000,8576,,02/08/2018,31/12/2099,,drug_strength,0
43756309,42900001,,,1500,8576,1500,8576,,02/08/2018,31/12/2099,,drug_strength,0
2009188,19069149,,,2790,8576,1500,8587,,31/07/2020,31/12/2099,,drug_strength,0
43175083,985708,,,120,8576,6000,8576,,02/08/2018,31/12/2099,,drug_strength,0
41470790,1724869,,,4030,8576,4030,8576,,02/08/2018,31/12/2099,,drug_strength,0
43719130,19012585,,,10000,8510,49,8576,,02/08/2018,31/12/2099,,drug_strength,0